EOD Date,State,Start,End,Run time
20180214,sSTG_FEED_SQL_COM_FUT,2018/02/14 20:50:02,2018/02/14 20:50:44,0:0:42
20180214,sSTG_FEED_SQL_COM_SWP_PRC,2018/02/14 20:50:02,2018/02/14 20:50:26,0:0:24
20180214,sSTG_FEED_SQL_CONV,2018/02/14 20:50:02,2018/02/14 20:50:29,0:0:27
20180214,sSTG_FEED_SQL_CPTY,2018/02/14 20:50:02,2018/02/14 20:50:34,0:0:32
20180214,sSTG_FEED_SQL_CREDIT,2018/02/14 20:50:02,2018/02/14 20:50:36,0:0:34
20180214,sSTG_FEED_SQL_ENTITY,2018/02/14 20:50:02,2018/02/14 20:50:32,0:0:30
20180214,sSTG_FEED_SQL_FX_FUT,2018/02/14 20:50:02,2018/02/14 20:50:35,0:0:33
20180214,sSTG_FEED_SQL_GEN,2018/02/14 20:50:02,2018/02/14 20:50:39,0:0:37
20180214,sSTG_FEED_SQL_GRPUSER,2018/02/14 20:50:02,2018/02/14 20:50:58,0:0:56
20180214,sSTG_FEED_SQL_INDEX,2018/02/14 20:50:02,2018/02/14 20:50:47,0:0:45
20180214,sSTG_FEED_SQL_ISSUER,2018/02/14 20:50:02,2018/02/14 20:50:43,0:0:41
20180214,sSTG_FEED_SQL_LST_OPT_FUT,2018/02/14 20:50:02,2018/02/14 20:50:38,0:0:36
20180214,sSTG_FEED_SQL_LTI,2018/02/14 20:50:02,2018/02/14 20:51:15,0:1:13
20180214,sSTG_FEED_SQL_MAT,2018/02/14 20:50:02,2018/02/14 20:50:45,0:0:43
20180214,sSTG_FEED_SQL_MXFUT,2018/02/14 20:50:02,2018/02/14 20:50:44,0:0:42
20180214,sSTG_FEED_SQL_MKT_PRIC,2018/02/14 20:50:02,2018/02/14 20:51:04,0:1:2
20180214,sSTG_FEED_SQL_MKT_PRIC_COM,2018/02/14 20:50:02,2018/02/14 20:50:55,0:0:53
20180214,sSTG_FEED_SQL_MKT_SPOT,2018/02/14 20:50:02,2018/02/14 20:50:56,0:0:54
20180214,sSTG_FEED_SQL_OPTCNTR_C,2018/02/14 20:50:02,2018/02/14 20:50:47,0:0:45
20180214,sSTG_FEED_SQL_PFLD,2018/02/14 20:50:02,2018/02/14 20:50:48,0:0:46
20180214,sSTG_FEED_SQL_PFLD_COMB,2018/02/14 20:50:02,2018/02/14 20:50:50,0:0:48
20180214,sSTG_FEED_SQL_PFLD_TREE,2018/02/14 20:50:02,2018/02/14 20:50:52,0:0:50
20180214,sSTG_FEED_SQL_PLIN,2018/02/14 20:50:02,2018/02/14 20:51:04,0:1:2
